,Rk,Name,To Team,From Team,Age,WAR3,Yrs,G,AB,R,H,HR,RBI,SB,BB,BA,OBP,SLG,OPS,W,L,ERA,WHIP,G.1,GS,SV,IP,H.1,HR.1,BB.1,SO,Date
12,13,Jose Valverde\valvejo01,Detroit Tigers,DET,35,3.8,10,366.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.5,0.5,1.0,1.5,26.0,31.0,3.11,1.179,585.0,0.0,277.0,590.1,448.0,57.0,248.0,650.0,2013
13,14,Chris Young\youngch03,Washington Nationals,NYM,34,3.0,9,117.0,201.0,10.0,29.0,1.0,14.0,0.0,10.0,0.14400000000000002,0.188,0.19899999999999998,0.387,53.0,43.0,3.79,1.22,159.0,159.0,0.0,890.2,745.0,109.0,342.0,755.0,2013
14,15,Aaron Cook\cookaa01,Colorado Rockies,BOS,34,-1.9,11,241.0,382.0,26.0,58.0,0.0,19.0,0.0,21.0,0.152,0.2,0.175,0.375,76.0,79.0,4.6,1.4680000000000002,256.0,224.0,0.0,1406.1,1636.0,126.0,429.0,578.0,2013
15,16,Luis Durango\duranlu01,Chicago White Sox,ATL,27,0.0,3,,,,,,,,,,,,,,,,,,,,,,,,,2013
16,17,Mike MacDougal\macdomi01,Cincinnati Reds,WSN,36,0.7,12,149.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,18.0,23.0,4.0,1.546,407.0,3.0,71.0,394.0,397.0,25.0,212.0,325.0,2013
17,18,Donnie Murphy\murphdo01,Chicago Cubs,MIA,30,0.0,7,244.0,577.0,68.0,118.0,18.0,82.0,5.0,45.0,0.205,0.27,0.373,0.643,,,,,,,,,,,,,2013
18,19,Brandon Snyder\snydebr03,Boston Red Sox,TEX,26,0.2,3,56.0,98.0,14.0,27.0,3.0,13.0,0.0,6.0,0.276,0.324,0.418,0.742,,,,,,,,,,,,,2013
19,20,Ryan Sweeney\sweenry01,Chicago Cubs,BOS,28,1.9,7,535.0,1719.0,224.0,481.0,14.0,185.0,17.0,151.0,0.28,0.33799999999999997,0.37799999999999995,0.715,,,,,,,,,,,,,2013
20,21,Nick Evans\evansni01,Arizona Diamondbacks,PIT,27,1.3,4,159.0,386.0,54.0,99.0,8.0,46.0,0.0,27.0,0.256,0.305,0.40700000000000003,0.7120000000000001,,,,,,,,,,,,,2013
21,22,Miguel Olivo\olivomi01,Miami Marlins,SEA,34,3.2,11,1083.0,3668.0,426.0,885.0,141.0,479.0,53.0,152.0,0.24100000000000002,0.275,0.418,0.693,,,,,,,,,,,,,2013
22,23,Ramon Ramirez\ramirra02,San Francisco Giants,NYM,31,1.8,7,241.0,6.0,0.0,2.0,0.0,0.0,0.0,0.0,0.33299999999999996,0.33299999999999996,0.33299999999999996,0.667,23.0,21.0,3.32,1.273,417.0,0.0,9.0,428.0,361.0,30.0,184.0,362.0,2013
23,24,Matt Capps\cappsma01,Cleveland Indians,MIN,29,2.3,8,311.0,5.0,1.0,1.0,0.0,0.0,0.0,1.0,0.2,0.33299999999999996,0.2,0.5329999999999999,29.0,33.0,3.52,1.19,444.0,0.0,138.0,439.2,439.0,53.0,84.0,319.0,2013
24,25,Pedro Feliciano\felicpe01,New York Mets,NYY,36,0.9,8,439.0,6.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.25,0.0,0.25,22.0,19.0,3.31,1.3719999999999999,459.0,0.0,4.0,372.1,352.0,29.0,159.0,341.0,2013
25,26,Freddy Garcia\garcifr03,Baltimore Orioles,NYY,36,4.7,14,33.0,69.0,1.0,12.0,0.0,4.0,0.0,2.0,0.174,0.19399999999999998,0.203,0.397,152.0,101.0,4.15,1.306,359.0,344.0,0.0,2183.2,2160.0,267.0,691.0,1575.0,2013
26,27,Josh Geer\geerjo01,San Diego Padres,SDP,30,,4,,,,,,,,,,,,,,,,,,,,,,,,,2013
27,28,Mark Lowe\lowema01,Los Angeles Angels of Anaheim,TEX,30,0.4,7,13.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,20.0,3.94,1.4280000000000002,253.0,0.0,5.0,262.2,262.0,28.0,113.0,229.0,2013
28,29,Xavier Nady\nadyxa01,Kansas City Royals,SFG,34,-2.1,11,939.0,2932.0,361.0,792.0,101.0,406.0,19.0,184.0,0.27,0.324,0.43200000000000005,0.7559999999999999,,,,,,,,,,,,,2013
29,30,George Sherrill\sherrge01,Kansas City Royals,SEA,36,-0.4,9,160.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,1.0,,,19.0,17.0,3.77,1.338,442.0,0.0,56.0,324.1,280.0,29.0,154.0,320.0,2013
30,31,Jose Contreras\contrjo01,Pittsburgh Pirates,PHI,41,0.7,10,114.0,29.0,1.0,0.0,0.0,0.0,0.0,3.0,0.0,0.094,0.0,0.094,78.0,67.0,4.55,1.361,292.0,175.0,9.0,1168.0,1169.0,130.0,421.0,884.0,2013
31,32,Ruben Gotay\gotayru01,St. Louis Cardinals,ATL,30,,8,,,,,,,,,,,,,,,,,,,,,,,,,2013
32,33,Daisuke Matsuzaka\matsuda01,Cleveland Indians,BOS,32,-0.6,6,7.0,14.0,0.0,2.0,0.0,1.0,0.0,0.0,0.14300000000000002,0.14300000000000002,0.14300000000000002,0.28600000000000003,50.0,37.0,4.52,1.4180000000000001,117.0,116.0,0.0,668.1,627.0,75.0,321.0,609.0,2013
33,34,Lyle Overbay\overbly01,New York Yankees,ATL,36,2.0,12,1324.0,4399.0,578.0,1188.0,133.0,581.0,15.0,566.0,0.27,0.353,0.43799999999999994,0.7909999999999999,,,,,,,,,,,,,2013
34,35,Jairo Asencio\valdelu01,Baltimore Orioles,CHC,30,-0.4,3,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,1.0,2.0,5.23,1.575,39.0,0.0,0.0,53.1,58.0,6.0,26.0,37.0,2013
35,36,Matt Diaz\diazma02,Miami Marlins,ATL,35,-1.0,10,726.0,1863.0,211.0,543.0,45.0,225.0,33.0,105.0,0.29100000000000004,0.33899999999999997,0.431,0.77,,,,,,,,,,,,,2013
36,37,Kyle Lohse\lohseky01,Milwaukee Brewers,STL,34,3.5,12,197.0,354.0,16.0,54.0,0.0,22.0,0.0,6.0,0.153,0.17300000000000001,0.175,0.348,118.0,109.0,4.45,1.369,355.0,331.0,0.0,1973.0,2137.0,235.0,565.0,1238.0,2013
37,38,Ronny Cedeno\cedenro02,Houston Astros,NYM,30,2.0,8,779.0,2292.0,241.0,565.0,37.0,218.0,34.0,132.0,0.247,0.29,0.35700000000000004,0.647,,,,,,,,,,,,,2013
38,39,Endy Chavez\chaveen01,Seattle Mariners,BAL,35,0.2,11,974.0,2651.0,341.0,714.0,26.0,229.0,100.0,156.0,0.26899999999999996,0.309,0.36700000000000005,0.6759999999999999,,,,,,,,,,,,,2013
39,40,Yoshinori Tateyama\tateyyo01,Texas Rangers,TEX,37,-0.4,2,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,3.0,0.0,5.75,1.18,53.0,0.0,1.0,61.0,55.0,12.0,17.0,61.0,2013
40,41,Wilson Valdez\valdewi01,Miami Marlins,CIN,35,-1.4,7,439.0,1142.0,131.0,270.0,6.0,107.0,17.0,69.0,0.23600000000000002,0.281,0.313,0.594,,,,,,,,,,,,,2013
41,42,Chien-Ming Wang\wangch01,New York Yankees,WSN,33,-0.8,7,26.0,39.0,2.0,2.0,0.0,1.0,0.0,2.0,0.051,0.098,0.077,0.174,61.0,32.0,4.26,1.3630000000000002,130.0,120.0,1.0,765.1,818.0,54.0,225.0,350.0,2013
42,43,Ben Francisco\francbe01,New York Yankees,TBR,31,-1.4,6,542.0,1535.0,195.0,395.0,49.0,189.0,30.0,141.0,0.257,0.326,0.425,0.7509999999999999,,,,,,,,,,,,,2013
43,44,Chris Bootcheck\bootcch01,New York Yankees,DET,34,,6,15.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,7.0,6.54,1.643,90.0,3.0,1.0,147.1,178.0,19.0,64.0,105.0,2013
44,45,Brian Esposito\esposbr01,Pittsburgh Pirates,CHC,34,-0.1,5,,,,,,,,,,,,,,,,,,,,,,,,,2013
45,46,Derek Lowe\lowede01,Texas Rangers,NYY,40,1.8,16,256.0,436.0,30.0,65.0,1.0,25.0,1.0,29.0,0.149,0.201,0.18600000000000003,0.387,175.0,157.0,4.0,1.329,672.0,377.0,86.0,2658.1,2743.0,214.0,791.0,1714.0,2013
46,47,Jason Michaels\michaja01,Washington Nationals,WSN,37,0.4,11,,,,,,,,,,,,,,,,,,,,,,,,,2013
47,48,Munenori Kawasaki\kawasmu01,Toronto Blue Jays,SEA,32,-0.4,1,61.0,104.0,13.0,20.0,0.0,7.0,2.0,8.0,0.192,0.257,0.20199999999999999,0.45899999999999996,,,,,,,,,,,,,2013
48,49,Ryan Rohlinger\rohliry01,Cleveland Indians,CLE,29,-0.3,4,,,,,,,,,,,,,,,,,,,,,,,,,2013
49,50,Ryan Rowland-Smith\rowlary01,Boston Red Sox,CHC,30,-2.7,4,6.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,17.0,4.57,1.42,115.0,47.0,2.0,362.2,381.0,51.0,134.0,220.0,2013
50,51,Jack Cust\custja01,Tampa Bay Rays,TOR,34,2.4,11,,,,,,,,,,,,,,,,,,,,,,,,,2013
51,52,Michael Bourn\bournmi01,Cleveland Indians,ATL,30,14.4,7,871.0,3015.0,459.0,820.0,22.0,215.0,276.0,296.0,0.272,0.33899999999999997,0.365,0.7040000000000001,,,,,,,,,,,,,2013
52,53,Jair Jurrjens\jurrjja01,Baltimore Orioles,ATL,27,1.5,6,124.0,222.0,17.0,25.0,0.0,7.0,0.0,18.0,0.113,0.183,0.135,0.318,53.0,37.0,3.62,1.321,126.0,125.0,0.0,750.2,732.0,65.0,260.0,499.0,2013
53,54,Casey Kotchman\kotchca01,Miami Marlins,CLE,30,1.9,9,933.0,3051.0,322.0,799.0,71.0,387.0,14.0,266.0,0.262,0.32799999999999996,0.38799999999999996,0.715,,,,,,,,,,,,,2013
54,55,Matt Maloney\malonma02,Boston Red Sox,MIN,29,-0.5,4,22.0,19.0,1.0,4.0,0.0,0.0,0.0,1.0,0.21100000000000002,0.25,0.21100000000000002,0.461,5.0,9.0,5.74,1.473,31.0,11.0,0.0,91.0,116.0,20.0,18.0,59.0,2013
55,56,Justin Hampson\hampsju01,New York Mets,NYM,33,0.1,4,88.0,9.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.1,0.0,0.1,5.0,4.0,3.23,1.321,92.0,1.0,0.0,106.0,104.0,5.0,36.0,66.0,2013
56,57,Michael Crotta\crottmi01,Washington Nationals,PIT,28,-0.6,1,,,,,,,,,,,,,,,,,,,,,,,,,2013
57,58,Brandon Inge\ingebr01,Pittsburgh Pirates,OAK,36,1.9,12,1482.0,4909.0,558.0,1147.0,151.0,641.0,45.0,441.0,0.23399999999999999,0.303,0.387,0.69,,,,,,,,,,,,,2013
58,59,Joe Saunders\saundjo01,Seattle Mariners,BAL,32,2.9,8,65.0,123.0,3.0,17.0,0.0,6.0,1.0,6.0,0.138,0.177,0.146,0.32299999999999995,78.0,65.0,4.15,1.369,189.0,189.0,0.0,1161.1,1236.0,145.0,354.0,662.0,2013
59,60,Rod Barajas\barajro01,Arizona Diamondbacks,PIT,37,1.1,14,1114.0,3460.0,396.0,812.0,136.0,480.0,2.0,207.0,0.235,0.284,0.40700000000000003,0.691,,,,,,,,,,,,,2013
60,61,Nick Green\greenni01,Miami Marlins,MIA,34,-0.3,7,399.0,1023.0,143.0,241.0,16.0,97.0,6.0,77.0,0.23600000000000002,0.303,0.34700000000000003,0.65,,,,,,,,,,,,,2013
61,62,Clay Hensley\henslcl01,Cincinnati Reds,SFG,33,1.2,7,265.0,87.0,2.0,8.0,0.0,4.0,1.0,4.0,0.092,0.132,0.115,0.247,28.0,34.0,4.0,1.3730000000000002,271.0,49.0,10.0,517.0,471.0,39.0,239.0,371.0,2013
62,63,Chad Huffman\huffmch01,St. Louis Cardinals,CLE,28,0.0,1,9.0,18.0,1.0,3.0,0.0,2.0,0.0,2.0,0.16699999999999998,0.28600000000000003,0.16699999999999998,0.452,,,,,,,,,,,,,2013
63,64,Zach Jackson\jacksza01,Kansas City Royals,TEX,30,,6,,,,,,,,,,,,,,,,,,,,,,,,,2013
64,65,Will Ohman\ohmanwi01,Washington Nationals,CIN,35,1.0,10,342.0,5.0,0.0,2.0,0.0,1.0,0.0,1.0,0.4,0.5,0.4,0.9,12.0,16.0,4.28,1.3630000000000002,483.0,0.0,3.0,353.0,322.0,42.0,159.0,336.0,2013
65,66,Kevin Gregg\greggke01,Los Angeles Dodgers,BAL,35,0.8,10,224.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,38.0,4.13,1.383,509.0,8.0,144.0,638.2,596.0,67.0,287.0,585.0,2013
66,67,Scott Hairston\hairssc01,Chicago Cubs,NYM,33,3.2,9,777.0,2197.0,276.0,543.0,95.0,279.0,34.0,162.0,0.247,0.302,0.449,0.7509999999999999,,,,,,,,,,,,,2013
67,68,Jason Giambi\giambja01,Cleveland Indians,COL,42,0.6,18,2163.0,7021.0,1203.0,1968.0,429.0,1405.0,20.0,1334.0,0.28,0.40299999999999997,0.522,0.9259999999999999,,,,,,,,,,,,,2013
68,69,Chone Figgins\figgich01,Miami Marlins,SEA,35,-0.9,11,1244.0,4641.0,700.0,1285.0,35.0,402.0,337.0,526.0,0.27699999999999997,0.349,0.364,0.713,,,,,,,,,,,,,2013
69,70,Francisco Liriano\liriafr01,Pittsburgh Pirates,CHW,29,4.8,7,10.0,17.0,0.0,2.0,0.0,2.0,0.0,2.0,0.11800000000000001,0.21100000000000002,0.11800000000000001,0.32799999999999996,53.0,54.0,4.4,1.354,168.0,141.0,1.0,840.0,781.0,83.0,356.0,846.0,2013
70,71,Brandon Lyon\lyonbr01,New York Mets,TOR,33,1.6,11,364.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,2.0,3.0,40.0,45.0,4.12,1.368,535.0,21.0,79.0,647.0,678.0,66.0,207.0,442.0,2013
71,72,Rich Hill\hillri01,Cleveland Indians,BOS,33,1.4,8,66.0,114.0,1.0,14.0,0.0,6.0,0.0,2.0,0.12300000000000001,0.138,0.149,0.287,23.0,20.0,4.59,1.349,118.0,70.0,0.0,427.0,384.0,55.0,192.0,391.0,2013
72,73,Kyle Hudson\hudsoky01,Baltimore Orioles,PHI,26,-0.4,1,,,,,,,,,,,,,,,,,,,,,,,,,2013
73,74,Kelly Shoppach\shoppke01,Seattle Mariners,NYM,33,2.3,8,536.0,1507.0,197.0,340.0,67.0,207.0,1.0,143.0,0.226,0.314,0.418,0.732,,,,,,,,,,,,,2013
74,75,Roman Colon\colonro01,Pittsburgh Pirates,KCR,33,-0.3,6,46.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,10.0,5.19,1.511,124.0,8.0,1.0,187.1,213.0,30.0,70.0,120.0,2013
75,76,Alex Gonzalez\gonzaal02,Milwaukee Brewers,MIL,36,6.7,14,1559.0,5633.0,649.0,1393.0,156.0,680.0,30.0,295.0,0.247,0.292,0.39899999999999997,0.691,,,,,,,,,,,,,2013
76,77,Micah Owings\owingmi01,Washington Nationals,SDP,30,0.3,6,174.0,205.0,27.0,58.0,9.0,35.0,0.0,8.0,0.28300000000000003,0.31,0.502,0.813,32.0,33.0,4.86,1.4,138.0,68.0,1.0,483.0,468.0,64.0,208.0,347.0,2013
77,78,Jonathan Sanchez\sanchjo01,Pittsburgh Pirates,COL,30,1.6,7,170.0,195.0,9.0,23.0,0.0,9.0,0.0,7.0,0.11800000000000001,0.157,0.159,0.316,39.0,55.0,4.58,1.4469999999999998,189.0,133.0,0.0,772.2,689.0,84.0,429.0,781.0,2013
78,79,Luke Scott\scottlu01,Tampa Bay Rays,TBR,35,4.3,8,798.0,2557.0,343.0,664.0,126.0,396.0,16.0,304.0,0.26,0.341,0.48700000000000004,0.828,,,,,,,,,,,,,2013
79,80,Kanekoa Texeira\texeika01,Cincinnati Reds,CIN,27,0.2,2,,,,,,,,,,,,,,,,,,,,,,,,,2013
80,81,Sean White\whitese02,Los Angeles Dodgers,LAA,32,-0.3,5,,,,,,,,,,,,,,,,,,,,,,,,,2013
81,82,Jeremy Accardo\accarje01,Washington Nationals,OAK,31,-0.4,8,75.0,7.0,0.0,1.0,0.0,0.0,0.0,0.0,0.14300000000000002,0.14300000000000002,0.14300000000000002,0.28600000000000003,10.0,20.0,4.3,1.402,262.0,0.0,38.0,284.2,288.0,24.0,111.0,205.0,2013
82,83,Brett Carroll\carrobr01,Pittsburgh Pirates,WSN,30,-0.1,6,180.0,288.0,48.0,58.0,5.0,28.0,2.0,21.0,0.201,0.28,0.319,0.599,,,,,,,,,,,,,2013
83,84,Kyle Farnsworth\farnsky01,Tampa Bay Rays,TBR,37,2.8,14,409.0,54.0,3.0,4.0,0.0,3.0,0.0,2.0,0.07400000000000001,0.121,0.09300000000000001,0.213,40.0,62.0,4.24,1.3630000000000002,810.0,26.0,52.0,921.2,869.0,125.0,387.0,917.0,2013
84,85,Kelly Johnson\johnske05,Tampa Bay Rays,TOR,31,7.8,7,933.0,3298.0,499.0,840.0,108.0,390.0,72.0,404.0,0.255,0.33799999999999997,0.429,0.767,,,,,,,,,,,,,2013
85,86,Jon Rauch\rauchjo01,Miami Marlins,NYM,34,1.4,10,385.0,21.0,2.0,2.0,1.0,3.0,0.0,0.0,0.095,0.095,0.23800000000000002,0.33299999999999996,42.0,38.0,3.8,1.224,541.0,11.0,62.0,578.1,536.0,69.0,172.0,460.0,2013
86,87,Omir Santos\santoom01,Cleveland Indians,COL,32,-0.3,4,121.0,321.0,29.0,80.0,7.0,41.0,0.0,15.0,0.249,0.281,0.364,0.6459999999999999,,,,,,,,,,,,,2013
87,88,Doug Bernier\bernido01,Minnesota Twins,NYY,33,,1,2.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,2013
88,89,Travis Hafner\hafnetr01,New York Yankees,CLE,36,4.7,11,1101.0,3796.0,588.0,1054.0,201.0,694.0,9.0,566.0,0.278,0.381,0.507,0.888,,,,,,,,,,,,,2013
89,90,Manny Parra\parrama01,Cincinnati Reds,MIL,30,-1.4,5,164.0,142.0,9.0,26.0,0.0,13.0,0.0,6.0,0.183,0.225,0.275,0.5,26.0,33.0,5.12,1.645,172.0,74.0,0.0,513.0,582.0,59.0,262.0,479.0,2013
90,91,Joel Pineiro\pineijo01,Baltimore Orioles,BAL,34,1.4,12,,,,,,,,,,,,,,,,,,,,,,,,,2013
91,92,Antoan Richardson\richaan01,Minnesota Twins,BAL,29,0.1,1,9.0,4.0,2.0,2.0,0.0,0.0,1.0,0.0,0.5,0.5,0.5,1.0,,,,,,,,,,,,,2013
92,93,Matt Tolbert\tolbema01,Philadelphia Phillies,CHC,31,0.3,4,,,,,,,,,,,,,,,,,,,,,,,,,2013
93,94,LaTroy Hawkins\hawkila01,New York Mets,LAA,40,0.3,18,382.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,65.0,88.0,4.45,1.431,871.0,98.0,88.0,1303.2,1440.0,150.0,426.0,862.0,2013
94,95,Andy LaRoche\larocan01,Toronto Blue Jays,BOS,29,-1.5,5,403.0,1180.0,133.0,267.0,22.0,113.0,8.0,121.0,0.226,0.305,0.337,0.642,,,,,,,,,,,,,2013
95,96,Shaun Marcum\marcush01,New York Mets,MIL,31,8.6,7,59.0,107.0,6.0,14.0,1.0,8.0,0.0,9.0,0.131,0.205,0.196,0.401,57.0,36.0,3.76,1.224,174.0,149.0,1.0,916.2,840.0,124.0,282.0,746.0,2013
96,97,Mike Wilson\wilsomi02,New York Mets,SEA,30,-0.3,1,,,,,,,,,,,,,,,,,,,,,,,,,2013
97,98,Scott Atchison\atchisc01,New York Mets,BOS,37,1.8,6,27.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,7.0,3.48,1.2309999999999999,155.0,1.0,1.0,209.2,199.0,21.0,59.0,164.0,2013
98,99,Chad Durbin\durbich01,Philadelphia Phillies,ATL,35,0.4,13,272.0,24.0,0.0,2.0,0.0,1.0,0.0,0.0,0.083,0.08,0.083,0.163,42.0,47.0,4.95,1.4980000000000002,440.0,75.0,5.0,820.1,873.0,119.0,356.0,561.0,2013
99,100,Tim Stauffer\staufti01,San Diego Padres,SDP,31,3.4,7,94.0,125.0,7.0,20.0,0.0,12.0,0.0,4.0,0.16,0.191,0.184,0.375,23.0,31.0,3.94,1.3219999999999998,96.0,70.0,0.0,441.0,433.0,47.0,150.0,304.0,2013
100,101,Kyle Waldrop\waldrky01,Pittsburgh Pirates,MIN,27,0.5,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,1.0,1.0,3.62,1.515,24.0,0.0,0.0,32.1,37.0,3.0,12.0,12.0,2013
101,102,Robert Coello\coellro01,Los Angeles Angels of Anaheim,TOR,28,-0.3,2,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,1.0,9.0,1.9169999999999998,12.0,0.0,0.0,12.0,14.0,2.0,9.0,16.0,2013
102,103,Manny Delcarmen\delcama01,Baltimore Orioles,NYY,31,-0.1,7,,,,,,,,,,,,,,,,,,,,,,,,,2013
103,104,Carlos Fisher\fisheca01,Oakland Athletics,CIN,30,-0.6,3,,,,,,,,,,,,,,,,,,,,,,,,,2013
104,105,Matt Mangini\mangima01,Cincinnati Reds,ARI,27,-0.2,2,,,,,,,,,,,,,,,,,,,,,,,,,2013
105,106,Chris Pettit\pettich01,Baltimore Orioles,COL,28,0.0,3,,,,,,,,,,,,,,,,,,,,,,,,,2013
106,107,Juan Rivera\riverju01,New York Yankees,LAD,34,-0.9,12,1058.0,3471.0,425.0,950.0,132.0,539.0,17.0,253.0,0.27399999999999997,0.32299999999999995,0.44299999999999995,0.7659999999999999,,,,,,,,,,,,,2013
107,108,Jeff Baker\bakerje03,Texas Rangers,ATL,32,-0.6,8,543.0,1359.0,185.0,361.0,37.0,178.0,12.0,100.0,0.266,0.316,0.428,0.7440000000000001,,,,,,,,,,,,,2013
108,109,Greg Golson\golsogr01,Colorado Rockies,CHW,27,-0.3,4,,,,,,,,,,,,,,,,,,,,,,,,,2013
109,110,Nate Robertson\roberna01,Texas Rangers,TOR,35,-0.9,10,,,,,,,,,,,,,,,,,,,,,,,,,2013
110,111,Carlos Villanueva\villaca01,Chicago Cubs,TOR,29,3.2,7,222.0,66.0,4.0,6.0,0.0,3.0,0.0,3.0,0.091,0.13,0.091,0.221,33.0,35.0,4.26,1.295,301.0,56.0,6.0,657.1,622.0,96.0,229.0,571.0,2013
111,112,Matt Lindstrom\lindsma01,Chicago White Sox,ARI,33,2.2,6,314.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,15.0,3.64,1.4140000000000001,358.0,0.0,45.0,326.0,342.0,18.0,119.0,263.0,2013
112,113,Chad Qualls\quallch01,Miami Marlins,PIT,34,-3.3,9,537.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,35.0,3.92,1.287,597.0,0.0,51.0,595.1,602.0,60.0,164.0,453.0,2013
113,114,Pedro Viola\violape01,Oakland Athletics,BAL,30,-0.2,3,,,,,,,,,,,,,,,,,,,,,,,,,2013
114,115,Andrew Brackman\brackan01,Chicago White Sox,CIN,27,0.1,1,,,,,,,,,,,,,,,,,,,,,,,,,2013
115,116,Jerad Head\headje01,Washington Nationals,DET,30,0.0,1,,,,,,,,,,,,,,,,,,,,,,,,,2013
116,117,Dan Johnson\johnsda06,New York Yankees,CHW,33,-0.1,7,413.0,1320.0,170.0,313.0,56.0,194.0,1.0,205.0,0.237,0.33799999999999997,0.41200000000000003,0.75,,,,,,,,,,,,,2013
117,118,Ronny Paulino\pauliro01,Seattle Mariners,BAL,32,0.2,8,573.0,1867.0,181.0,508.0,33.0,216.0,4.0,145.0,0.272,0.324,0.376,0.7,,,,,,,,,,,,,2013
118,119,Yorvit Torrealba\torreyo01,Colorado Rockies,MIL,34,2.0,12,846.0,2696.0,296.0,694.0,56.0,323.0,19.0,209.0,0.257,0.316,0.386,0.7020000000000001,,,,,,,,,,,,,2013
